Time	Filtered_Annual	Fitted_Annual	Residual	Anomaly
20110530	-11.098	-186.748	175.650	1
20110531	-2.795	-181.648	178.853	1
20110601	6.281	-176.482	182.763	1
20110602	15.049	-171.252	186.301	1
20110603	22.442	-165.962	188.404	1
20110604	28.785	-160.614	189.399	1
20110605	33.620	-155.212	188.832	1
20110606	37.049	-149.759	186.808	1
20110607	39.257	-144.258	183.515	1
20110608	39.415	-138.712	178.128	1
20110609	37.145	-133.128	170.273	1
20110610	33.733	-127.509	161.242	1
20110611	29.872	-121.858	151.730	1
20110612	25.254	-116.178	141.432	1
20110613	20.324	-110.471	130.794	1
20110614	13.964	-104.741	118.704	1
20110615	5.291	-98.994	104.285	1
20110616	-4.894	-93.237	88.343	1
20110617	-16.697	-87.472	70.775	0
20110618	-28.603	-81.701	53.097	0
20110619	-39.159	-75.922	36.763	0
20110620	-48.770	-70.136	21.365	0
20110621	-56.780	-64.340	7.559	0
20110622	-63.394	-58.533	-4.861	0
20110623	-68.897	-52.716	-16.181	0
20110624	-72.113	-46.885	-25.228	0
20110625	-72.527	-41.038	-31.490	0
20110626	-71.907	-35.175	-36.732	0
20110627	-71.195	-29.300	-41.895	0
20110628	-69.982	-23.414	-46.567	0
20110629	-68.883	-17.522	-51.361	0
20110630	-66.340	-11.623	-54.717	0
20110701	-61.126	-5.715	-55.410	0
20110702	-54.344	0.199	-54.543	0
20110703	-45.839	6.121	-51.960	0
20110704	-36.714	12.048	-48.762	0
20110705	-28.211	17.974	-46.185	0
20110706	-19.776	23.898	-43.674	0
20110707	-11.798	29.814	-41.612	0
20110708	-4.290	35.716	-40.006	0
20110709	2.940	41.600	-38.659	0
20110710	9.067	47.459	-38.392	0
20110711	13.678	53.288	-39.610	0
20110712	18.528	59.087	-40.559	0
20110713	24.656	64.857	-40.201	0
20110714	31.699	70.599	-38.899	0
20110715	40.309	76.315	-36.006	0
20110716	49.217	82.004	-32.788	0
20110717	57.415	87.666	-30.251	0
20110718	66.028	93.300	-27.272	0
20110719	75.045	98.907	-23.862	0
20110720	84.212	104.484	-20.272	0
20110721	93.726	110.030	-16.304	0
20110722	103.250	115.541	-12.291	0
20110723	112.565	121.018	-8.453	0
20110724	122.234	126.460	-4.225	0
20110725	132.520	131.868	0.652	0
20110726	143.221	137.241	5.980	0
20110727	154.458	142.580	11.878	0
20110728	165.717	147.881	17.836	0
20110729	176.554	153.143	23.411	0
20110730	187.189	158.362	28.828	0
20110731	197.469	163.536	33.933	0
20110801	207.509	168.662	38.848	0
20110802	217.475	173.737	43.738	0
20110803	227.054	178.758	48.296	0
20110804	236.154	183.722	52.432	0
20110805	244.888	188.629	56.259	0
20110806	253.227	193.476	59.752	0
20110807	261.141	198.262	62.879	0
20110808	268.643	202.987	65.656	0
20110809	275.504	207.646	67.858	0
20110810	281.554	212.237	69.317	0
20110811	286.828	216.759	70.069	0
20110812	291.235	221.208	70.027	0
20110813	294.785	225.582	69.203	0
20110814	297.498	229.877	67.621	0
20110815	299.243	234.090	65.152	0
20110816	299.961	238.220	61.741	0
20110817	299.581	242.262	57.319	0
20110818	298.007	246.215	51.793	0
20110819	295.205	250.074	45.131	0
20110820	291.114	253.838	37.276	0
20110821	286.716	257.503	29.212	0
20110822	282.766	261.071	21.695	0
20110823	279.172	264.542	14.630	0
20110824	276.407	267.915	8.492	0
20110825	274.084	271.191	2.893	0
20110826	271.906	274.370	-2.464	0
20110827	270.647	277.452	-6.805	0
20110828	270.545	280.439	-9.894	0
20110829	270.730	283.331	-12.601	0
20110830	270.800	286.127	-15.327	0
20110831	270.887	288.828	-17.941	0
20110901	270.662	291.431	-20.769	0
20110902	271.000	293.938	-22.938	0
20110903	272.551	296.350	-23.799	0
20110904	274.756	298.668	-23.912	0
20110905	277.728	300.893	-23.166	0
20110906	280.905	303.026	-22.121	0
20110907	283.662	305.065	-21.402	0
20110908	286.322	307.009	-20.688	0
20110909	288.709	308.859	-20.150	0
20110910	290.836	310.613	-19.777	0
20110911	292.826	312.271	-19.445	0
20110912	294.284	313.832	-19.548	0
20110913	295.024	315.294	-20.270	0
20110914	295.955	316.658	-20.704	0
20110915	297.623	317.925	-20.302	0
20110916	299.874	319.096	-19.222	0
20110917	303.061	320.171	-17.110	0
20110918	306.577	321.153	-14.576	0
20110919	309.945	322.040	-12.095	0
20110920	313.759	322.833	-9.073	0
20110921	318.047	323.533	-5.486	0
20110922	322.217	324.140	-1.923	0
20110923	326.019	324.653	1.367	0
20110924	329.328	325.071	4.257	0
20110925	331.811	325.393	6.419	0
20110926	333.941	325.618	8.323	0
20110927	335.991	325.746	10.245	0
20110928	337.502	325.777	11.725	0
20110929	338.428	325.709	12.719	0
20110930	338.902	325.541	13.360	0
20111001	338.877	325.274	13.603	0
20111002	338.412	324.906	13.506	0
20111003	337.576	324.438	13.139	0
20111004	336.035	323.867	12.168	0
20111005	333.578	323.194	10.384	0
20111006	330.301	322.417	7.884	0
20111007	326.108	321.534	4.574	0
20111008	321.677	320.546	1.132	0
20111009	317.563	319.453	-1.889	0
20111010	313.599	318.256	-4.657	0
20111011	310.061	316.956	-6.896	0
20111012	306.719	315.555	-8.836	0
20111013	303.355	314.052	-10.697	0
20111014	300.461	312.449	-11.989	0
20111015	298.185	310.748	-12.564	0
20111016	295.868	308.950	-13.083	0
20111017	293.177	307.056	-13.878	0
20111018	290.192	305.065	-14.874	0
20111019	286.647	302.979	-16.332	0
20111020	283.109	300.799	-17.690	0
20111021	279.997	298.526	-18.529	0
20111022	276.877	296.163	-19.286	0
20111023	273.783	293.710	-19.927	0
20111024	270.698	291.170	-20.472	0
20111025	267.461	288.542	-21.081	0
20111026	264.242	285.829	-21.588	0
20111027	261.086	283.033	-21.947	0
20111028	257.825	280.154	-22.329	0
20111029	254.407	277.194	-22.787	0
20111030	250.836	274.155	-23.319	0
20111031	247.051	271.038	-23.987	0
20111101	243.344	267.844	-24.499	0
20111102	239.933	264.574	-24.641	0
20111103	236.730	261.229	-24.499	0
20111104	233.840	257.811	-23.971	0
20111105	231.143	254.322	-23.179	0
20111106	228.526	250.763	-22.237	0
20111107	226.174	247.134	-20.960	0
20111108	224.121	243.438	-19.316	0
20111109	222.017	239.675	-17.658	0
20111110	219.653	235.847	-16.195	0
20111111	217.030	231.956	-14.925	0
20111112	213.979	228.000	-14.021	0
20111113	210.714	223.982	-13.268	0
20111114	207.383	219.902	-12.519	0
20111115	203.722	215.760	-12.038	0
20111116	199.689	211.557	-11.869	0
20111117	195.474	207.295	-11.822	0
20111118	191.136	202.975	-11.839	0
20111119	186.682	198.597	-11.915	0
20111120	182.199	194.163	-11.965	0
20111121	177.452	189.675	-12.223	0
20111122	172.285	185.132	-12.848	0
20111123	166.827	180.537	-13.710	0
20111124	161.044	175.889	-14.845	0
20111125	155.114	171.190	-16.076	0
20111126	149.218	166.441	-17.222	0
20111127	143.270	161.642	-18.372	0
20111128	137.327	156.796	-19.469	0
20111129	131.371	151.903	-20.533	0
20111130	125.356	146.965	-21.609	0
20111201	119.407	141.983	-22.577	0
20111202	113.574	136.959	-23.386	0
20111203	107.618	131.894	-24.275	0
20111204	101.403	126.788	-25.385	0
20111205	94.968	121.645	-26.677	0
20111206	88.219	116.463	-28.245	0
20111207	81.327	111.245	-29.919	0
20111208	74.424	105.993	-31.569	0
20111209	67.355	100.707	-33.352	0
20111210	60.117	95.389	-35.271	0
20111211	52.855	90.040	-37.185	0
20111212	45.623	84.662	-39.039	0
20111213	38.461	79.256	-40.795	0
20111214	31.453	73.825	-42.372	0
20111215	24.485	68.370	-43.885	0
20111216	17.491	62.892	-45.401	0
20111217	10.585	57.393	-46.808	0
20111218	3.779	51.876	-48.097	0
20111219	-2.946	46.342	-49.288	0
20111220	-9.569	40.792	-50.361	0
20111221	-16.103	35.228	-51.331	0
20111222	-22.558	29.653	-52.210	0
20111223	-28.853	24.067	-52.920	0
20111224	-34.940	18.473	-53.413	0
20111225	-40.831	12.872	-53.703	0
20111226	-46.499	7.267	-53.765	0
20111227	-52.086	1.659	-53.746	0
20111228	-57.710	-3.949	-53.761	0
20111229	-63.325	-9.557	-53.768	0
20111230	-68.988	-15.163	-53.824	0
20111231	-74.638	-20.765	-53.873	0
20120101	-80.222	-26.362	-53.860	0
20120102	-85.841	-31.952	-53.889	0
20120103	-91.518	-37.533	-53.985	0
20120104	-97.106	-43.104	-54.002	0
20120105	-102.524	-48.663	-53.862	0
20120106	-107.783	-54.208	-53.576	0
20120107	-112.818	-59.737	-53.081	0
20120108	-117.744	-65.248	-52.496	0
20120109	-122.643	-70.741	-51.903	0
20120110	-127.416	-76.212	-51.204	0
20120111	-132.060	-81.661	-50.399	0
20120112	-136.675	-87.085	-49.590	0
20120113	-141.304	-92.484	-48.820	0
20120114	-145.974	-97.856	-48.118	0
20120115	-150.743	-103.199	-47.544	0
20120116	-155.532	-108.512	-47.020	0
20120117	-160.297	-113.794	-46.504	0
20120118	-165.120	-119.043	-46.077	0
20120119	-170.011	-124.258	-45.753	0
20120120	-174.945	-129.438	-45.507	0
20120121	-179.929	-134.582	-45.347	0
20120122	-184.958	-139.691	-45.267	0
20120123	-190.020	-144.762	-45.258	0
20120124	-195.178	-149.795	-45.382	0
20120125	-200.473	-154.790	-45.683	0
20120126	-205.889	-159.746	-46.142	0
20120127	-211.445	-164.663	-46.782	0
20120128	-216.904	-169.540	-47.364	0
20120129	-222.078	-174.375	-47.703	0
20120130	-227.001	-179.167	-47.834	0
20120131	-231.566	-183.915	-47.651	0
20120201	-235.853	-188.618	-47.235	0
20120202	-239.929	-193.276	-46.653	0
20120203	-243.614	-197.886	-45.728	0
20120204	-246.850	-202.447	-44.402	0
20120205	-249.843	-206.956	-42.887	0
20120206	-252.691	-211.410	-41.281	0
20120207	-255.359	-215.806	-39.553	0
20120208	-257.926	-220.141	-37.785	0
20120209	-260.187	-224.413	-35.774	0
20120210	-261.991	-228.617	-33.374	0
20120211	-263.469	-232.750	-30.719	0
20120212	-264.598	-236.808	-27.790	0
20120213	-265.545	-240.790	-24.755	0
20120214	-266.487	-244.692	-21.795	0
20120215	-267.350	-248.514	-18.836	0
20120216	-268.195	-252.252	-15.943	0
20120217	-269.011	-255.904	-13.107	0
20120218	-269.762	-259.464	-10.298	0
20120219	-270.573	-262.932	-7.641	0
20120220	-271.501	-266.305	-5.196	0
20120221	-272.309	-269.583	-2.726	0
20120222	-272.862	-272.766	-0.096	0
20120223	-273.207	-275.852	2.645	0
20120224	-273.256	-278.841	5.585	0
20120225	-273.187	-281.733	8.545	0
20120226	-273.140	-284.527	11.387	0
20120227	-272.965	-287.225	14.260	0
20120228	-272.665	-289.825	17.160	0
20120229	-272.398	-292.327	19.930	0
20120301	-272.229	-294.729	22.500	0
20120302	-272.207	-297.030	24.823	0
20120303	-272.427	-299.230	26.803	0
20120304	-272.778	-301.329	28.551	0
20120305	-273.202	-303.328	30.126	0
20120306	-273.826	-305.226	31.400	0
20120307	-274.671	-307.025	32.354	0
20120308	-275.725	-308.724	32.998	0
20120309	-277.020	-310.324	33.304	0
20120310	-278.551	-311.825	33.274	0
20120311	-280.318	-313.230	32.911	0
20120312	-282.415	-314.537	32.122	0
20120313	-284.904	-315.748	30.844	0
20120314	-287.782	-316.864	29.082	0
20120315	-291.088	-317.886	26.798	0
20120316	-294.451	-318.816	24.364	0
20120317	-297.584	-319.654	22.070	0
20120318	-300.548	-320.402	19.854	0
20120319	-303.177	-321.060	17.883	0
20120320	-305.615	-321.630	16.015	0
20120321	-307.983	-322.113	14.130	0
20120322	-310.001	-322.510	12.509	0
20120323	-311.588	-322.821	11.234	0
20120324	-313.076	-323.046	9.969	0
20120325	-314.627	-323.182	8.556	0
20120326	-316.197	-323.231	7.033	0
20120327	-317.920	-323.190	5.270	0
20120328	-319.482	-323.060	3.579	0
20120329	-320.653	-322.840	2.187	0
20120330	-321.653	-322.528	0.875	0
20120331	-322.449	-322.123	-0.326	0
20120401	-323.034	-321.625	-1.409	0
20120402	-323.475	-321.035	-2.439	0
20120403	-323.669	-320.353	-3.316	0
20120404	-323.575	-319.578	-3.997	0
20120405	-323.273	-318.708	-4.565	0
20120406	-322.778	-317.743	-5.035	0
20120407	-322.068	-316.682	-5.387	0
20120408	-321.160	-315.524	-5.635	0
20120409	-319.892	-314.272	-5.620	0
20120410	-318.141	-312.925	-5.216	0
20120411	-315.935	-311.483	-4.452	0
20120412	-313.208	-309.948	-3.260	0
20120413	-309.998	-308.320	-1.678	0
20120414	-306.342	-306.599	0.257	0
20120415	-302.133	-304.788	2.655	0
20120416	-297.334	-302.887	5.552	0
20120417	-292.309	-300.894	8.585	0
20120418	-287.304	-298.811	11.507	0
20120419	-282.294	-296.639	14.345	0
20120420	-277.450	-294.377	16.927	0
20120421	-272.582	-292.030	19.447	0
20120422	-267.552	-289.596	22.044	0
20120423	-262.634	-287.079	24.444	0
20120424	-257.891	-284.478	26.588	0
20120425	-253.056	-281.796	28.740	0
20120426	-248.022	-279.034	31.011	0
20120427	-242.803	-276.191	33.389	0
20120428	-237.286	-273.270	35.984	0
20120429	-231.749	-270.271	38.523	0
20120430	-226.386	-267.196	40.809	0
20120501	-221.023	-264.045	43.022	0
20120502	-215.690	-260.820	45.130	0
20120503	-210.388	-257.523	47.136	0
20120504	-205.055	-254.157	49.102	0
20120505	-199.786	-250.722	50.936	0
20120506	-194.616	-247.220	52.604	0
20120507	-189.490	-243.655	54.165	0
20120508	-184.401	-240.026	55.625	0
20120509	-179.368	-236.337	56.969	0
20120510	-174.382	-232.589	58.207	0
20120511	-169.583	-228.782	59.199	0
20120512	-165.082	-224.918	59.837	0
20120513	-160.859	-220.998	60.139	0
20120514	-156.978	-217.023	60.046	0
20120515	-153.408	-212.995	59.587	0
20120516	-150.123	-208.914	58.792	0
20120517	-147.220	-204.783	57.563	0
20120518	-144.735	-200.601	55.865	0
20120519	-142.239	-196.370	54.132	0
20120520	-139.430	-192.091	52.661	0
20120521	-136.338	-187.763	51.426	0
20120522	-132.757	-183.387	50.630	0
20120523	-128.895	-178.962	50.068	0
20120524	-124.902	-174.489	49.587	0
20120525	-120.450	-169.966	49.515	0
20120526	-115.457	-165.393	49.936	0
20120527	-110.244	-160.773	50.529	0
20120528	-104.945	-156.107	51.161	0
20120529	-99.533	-151.396	51.863	0
20120530	-94.135	-146.642	52.508	0
20120531	-88.411	-141.847	53.436	0
20120601	-82.119	-137.012	54.893	0
20120602	-75.467	-132.137	56.670	0
20120603	-68.412	-127.225	58.813	0
20120604	-61.314	-122.276	60.962	0
20120605	-54.522	-117.291	62.769	0
20120606	-47.910	-112.272	64.363	0
20120607	-41.617	-107.221	65.605	0
20120608	-35.595	-102.141	66.546	0
20120609	-29.766	-97.034	67.267	0
20120610	-24.395	-91.901	67.506	0
20120611	-19.594	-86.746	67.152	0
20120612	-14.926	-81.570	66.644	0
20120613	-10.147	-76.374	66.226	0
20120614	-5.346	-71.158	65.812	0
20120615	-0.361	-65.925	65.564	0
20120616	4.455	-60.675	65.130	0
20120617	8.825	-55.409	64.235	0
20120618	13.030	-50.130	63.160	0
20120619	17.050	-44.838	61.888	0
20120620	21.077	-39.535	60.612	0
20120621	25.358	-34.223	59.581	0
20120622	29.782	-28.903	58.685	0
20120623	34.417	-23.575	57.992	0
20120624	39.311	-18.241	57.552	0
20120625	44.459	-12.900	57.359	0
20120626	50.007	-7.555	57.562	0
20120627	56.050	-2.206	58.256	0
20120628	62.254	3.146	59.108	0
20120629	68.417	8.498	59.919	0
20120630	74.633	13.849	60.784	0
20120701	80.787	19.196	61.591	0
20120702	87.130	24.537	62.593	0
20120703	93.866	29.871	63.995	0
20120704	100.789	35.195	65.594	0
20120705	107.910	40.508	67.402	0
20120706	115.086	45.808	69.278	0
20120707	122.130	51.092	71.039	0
20120708	129.124	56.358	72.765	0
20120709	136.012	61.605	74.407	0
20120710	142.761	66.828	75.933	0
20120711	149.378	72.026	77.352	0
20120712	155.747	77.195	78.552	0
20120713	161.797	82.334	79.463	0
20120714	167.789	87.443	80.346	1
20120715	173.880	92.523	81.357	1
20120716	179.999	97.573	82.426	1
20120717	186.237	102.595	83.642	1
20120718	192.398	107.588	84.810	1
20120719	198.325	112.554	85.771	1
20120720	204.179	117.493	86.686	1
20120721	209.953	122.406	87.546	1
20120722	215.521	127.292	88.229	1
20120723	220.846	132.151	88.695	1
20120724	225.873	136.981	88.891	1
20120725	230.520	141.784	88.736	1
20120726	234.888	146.559	88.328	1
20120727	239.025	151.309	87.717	1
20120728	242.832	156.033	86.799	1
20120729	246.296	160.731	85.565	1
20120730	249.382	165.399	83.983	1
20120731	252.034	170.037	81.998	1
20120801	254.263	174.639	79.623	0
20120802	256.050	179.205	76.845	0
20120803	257.339	183.731	73.607	0
20120804	258.093	188.214	69.879	0
20120805	258.287	192.650	65.637	0
20120806	257.882	197.036	60.846	0
20120807	257.591	201.373	56.219	0
20120808	257.958	205.661	52.297	0
20120809	258.924	209.902	49.022	0
20120810	260.834	214.096	46.738	0
20120811	263.428	218.242	45.186	0
20120812	266.508	222.340	44.167	0
20120813	270.626	226.391	44.235	0
20120814	275.961	230.394	45.567	0
20120815	281.956	234.349	47.608	0
20120816	288.374	238.255	50.119	0
20120817	295.315	242.110	53.205	0
20120818	302.581	245.912	56.669	0
20120819	310.779	249.662	61.117	0
20120820	320.364	253.360	67.004	0
20120821	330.989	257.006	73.983	0
20120822	342.752	260.599	82.153	1
20120823	354.492	264.136	90.356	1
20120824	365.192	267.612	97.580	1
20120825	375.106	271.022	104.085	1
20120826	383.727	274.360	109.367	1
20120827	391.334	277.621	113.712	1
20120828	398.211	280.801	117.411	1
20120829	403.473	283.891	119.582	1
20120830	406.787	286.888	119.898	1
20120831	409.349	289.791	119.559	1
20120901	411.772	292.600	119.172	1
20120902	413.823	295.317	118.506	1
20120903	415.937	297.942	117.995	1
20120904	417.025	300.474	116.551	1
20120905	416.250	302.911	113.338	1
20120906	414.370	305.254	109.116	1
20120907	411.276	307.502	103.774	1
20120908	407.860	309.652	98.207	1
20120909	405.077	311.707	93.369	1
20120910	402.541	313.666	88.875	1
20120911	400.585	315.531	85.054	1
20120912	399.182	317.306	81.876	1
20120913	398.174	318.994	79.180	0
20120914	398.230	320.598	77.632	0
20120915	399.671	322.121	77.549	0
20120916	401.221	323.562	77.660	0
20120917	402.145	324.916	77.229	0
20120918	402.718	326.183	76.535	0
20120919	402.474	327.357	75.117	0
20120920	402.390	328.440	73.950	0
20120921	403.239	329.428	73.811	0
20120922	404.211	330.320	73.891	0
20120923	405.341	331.114	74.227	0
20120924	406.259	331.812	74.448	0
20120925	406.396	332.411	73.985	0
20120926	406.043	332.913	73.130	0
20120927	405.092	333.316	71.775	0
20120928	403.328	333.616	69.712	0
20120929	400.714	333.811	66.903	0
20120930	396.963	333.899	63.064	0
20121001	391.844	333.876	57.968	0
20121002	386.177	333.744	52.433	0
20121003	380.477	333.501	46.976	0
20121004	374.500	333.148	41.353	0
20121005	368.517	332.685	35.832	0
20121006	361.962	332.114	29.848	0
20121007	354.353	331.432	22.921	0
20121008	346.196	330.643	15.553	0
20121009	337.478	329.744	7.734	0
20121010	328.620	328.735	-0.115	0
20121011	320.126	327.618	-7.492	0
20121012	311.824	326.392	-14.568	0
20121013	303.892	325.058	-21.166	0
20121014	296.403	323.618	-27.215	0
20121015	289.346	322.075	-32.729	0
20121016	283.063	320.429	-37.366	0
20121017	277.763	318.684	-40.920	0
20121018	272.783	316.839	-44.056	0
20121019	267.737	314.894	-47.157	0
20121020	262.824	312.850	-50.026	0
20121021	257.832	310.707	-52.875	0
20121022	253.307	308.465	-55.158	0
20121023	249.698	306.125	-56.428	0
20121024	246.602	303.688	-57.086	0
20121025	244.070	301.155	-57.084	0
20121026	241.615	298.526	-56.911	0
20121027	238.713	295.800	-57.087	0
20121028	235.562	292.979	-57.417	0
20121029	231.971	290.061	-58.090	0
20121030	227.962	287.045	-59.082	0
20121031	223.624	283.930	-60.306	0
20121101	218.579	280.715	-62.136	0
20121102	212.648	277.400	-64.752	0
20121103	206.551	273.987	-67.435	0
20121104	200.705	270.476	-69.771	0
20121105	194.955	266.871	-71.916	0
20121106	189.564	263.173	-73.609	0
20121107	183.980	259.386	-75.406	0
20121108	177.762	255.509	-77.747	0
20121109	171.370	251.546	-80.176	1
20121110	164.783	247.499	-82.716	1
20121111	158.128	243.367	-85.239	1
20121112	151.666	239.154	-87.488	1
20121113	145.232	234.861	-89.629	1
20121114	138.845	230.490	-91.646	1
20121115	132.649	226.045	-93.396	1
20121116	126.683	221.528	-94.845	1
20121117	121.043	216.943	-95.899	1
20121118	115.836	212.292	-96.456	1
20121119	110.651	207.576	-96.926	1
20121120	105.215	202.798	-97.583	1
20121121	99.651	197.958	-98.306	1
20121122	93.821	193.057	-99.236	1
20121123	87.972	188.097	-100.126	1
20121124	82.319	183.080	-100.761	1
20121125	76.609	178.007	-101.398	1
20121126	70.829	172.879	-102.050	1
20121127	65.016	167.700	-102.684	1
20121128	59.106	162.471	-103.365	1
20121129	53.158	157.195	-104.038	1
20121130	47.198	151.876	-104.678	1
20121201	41.099	146.514	-105.415	1
20121202	34.795	141.111	-106.317	1
20121203	28.302	135.670	-107.368	1
20121204	21.577	130.192	-108.615	1
20121205	14.746	124.678	-109.932	1
20121206	7.909	119.129	-111.221	1
20121207	0.999	113.547	-112.549	1
20121208	-5.954	107.934	-113.887	1
20121209	-13.012	102.290	-115.302	1
20121210	-20.246	96.616	-116.862	1
20121211	-27.583	90.915	-118.498	1
20121212	-35.022	85.187	-120.209	1
20121213	-42.488	79.433	-121.921	1
20121214	-49.898	73.655	-123.553	1
20121215	-57.271	67.855	-125.127	1
20121216	-64.572	62.034	-126.606	1
20121217	-71.797	56.193	-127.989	1
20121218	-78.949	50.332	-129.281	1
20121219	-85.963	44.454	-130.418	1
20121220	-92.805	38.560	-131.365	1
20121221	-99.590	32.653	-132.243	1
20121222	-106.386	26.734	-133.120	1
20121223	-113.158	20.806	-133.964	1
20121224	-119.947	14.870	-134.817	1
20121225	-126.650	8.930	-135.580	1
20121226	-133.188	2.987	-136.174	1
20121227	-139.632	-2.957	-136.675	1
20121228	-145.972	-8.898	-137.074	1
20121229	-152.273	-14.836	-137.437	1
20121230	-158.611	-20.769	-137.841	1
20121231	-164.949	-26.697	-138.252	1
20130101	-171.309	-32.617	-138.692	1
20130102	-177.694	-38.528	-139.166	1
20130103	-184.092	-44.427	-139.665	1
20130104	-190.552	-50.314	-140.237	1
20130105	-197.099	-56.188	-140.911	1
20130106	-203.618	-62.046	-141.573	1
20130107	-210.042	-67.887	-142.155	1
20130108	-216.391	-73.709	-142.682	1
20130109	-222.624	-79.512	-143.112	1
20130110	-228.819	-85.294	-143.525	1
20130111	-235.037	-91.053	-143.984	1
20130112	-241.206	-96.790	-144.416	1
20130113	-247.323	-102.502	-144.822	1
20130114	-253.349	-108.187	-145.162	1
20130115	-259.227	-113.845	-145.383	1
20130116	-264.978	-119.473	-145.505	1
20130117	-270.585	-125.070	-145.515	1
20130118	-276.027	-130.634	-145.393	1
20130119	-281.296	-136.164	-145.131	1
20130120	-286.359	-141.659	-144.700	1
20130121	-291.191	-147.116	-144.075	1
20130122	-295.861	-152.533	-143.328	1
20130123	-300.410	-157.908	-142.501	1
20130124	-304.810	-163.239	-141.571	1
20130125	-309.081	-168.522	-140.559	1
20130126	-313.166	-173.756	-139.409	1
20130127	-317.013	-178.938	-138.074	1
20130128	-320.663	-184.066	-136.597	1
20130129	-324.109	-189.136	-134.973	1
20130130	-327.571	-194.146	-133.425	1
20130131	-331.235	-199.097	-132.138	1
20130201	-335.074	-203.985	-131.089	1
20130202	-339.195	-208.810	-130.386	1
20130203	-343.542	-213.569	-129.973	1
20130204	-348.065	-218.260	-129.805	1
20130205	-352.940	-222.882	-130.058	1
20130206	-358.233	-227.434	-130.800	1
20130207	-363.745	-231.915	-131.830	1
20130208	-369.382	-236.324	-133.058	1
20130209	-375.190	-240.661	-134.529	1
20130210	-381.103	-244.925	-136.177	1
20130211	-387.329	-249.115	-138.213	1
20130212	-394.029	-253.232	-140.797	1
20130213	-401.081	-257.276	-143.806	1
20130214	-408.518	-261.245	-147.273	1
20130215	-415.904	-265.139	-150.765	1
20130216	-422.861	-268.955	-153.905	1
20130217	-429.475	-272.692	-156.784	1
20130218	-435.555	-276.346	-159.209	1
20130219	-441.206	-279.916	-161.290	1
20130220	-446.535	-283.401	-163.134	1
20130221	-451.206	-286.799	-164.408	1
20130222	-455.094	-290.106	-164.988	1
20130223	-458.644	-293.322	-165.322	1
20130224	-462.083	-296.445	-165.638	1
20130225	-465.321	-299.473	-165.848	1
20130226	-468.522	-302.406	-166.116	1
20130227	-471.272	-305.241	-166.031	1
20130228	-473.257	-307.975	-165.282	1
20130301	-474.758	-310.607	-164.151	1
20130302	-475.732	-313.134	-162.597	1
20130303	-476.344	-315.556	-160.787	1
20130304	-476.820	-317.872	-158.949	1
20130305	-477.017	-320.079	-156.938	1
20130306	-476.971	-322.178	-154.792	1
20130307	-476.719	-324.168	-152.551	1
20130308	-476.236	-326.046	-150.190	1
20130309	-475.637	-327.814	-147.823	1
20130310	-474.989	-329.469	-145.520	1
20130311	-473.930	-331.012	-142.918	1
20130312	-472.228	-332.443	-139.785	1
20130313	-469.949	-333.760	-136.190	1
20130314	-466.953	-334.962	-131.991	1
20130315	-463.454	-336.050	-127.404	1
20130316	-459.627	-337.023	-122.604	1
20130317	-455.233	-337.882	-117.351	1
20130318	-450.251	-338.627	-111.625	1
20130319	-445.166	-339.257	-105.909	1
20130320	-440.269	-339.774	-100.495	1
20130321	-435.591	-340.180	-95.411	1
20130322	-431.386	-340.475	-90.910	1
20130323	-427.380	-340.663	-86.717	1
20130324	-423.401	-340.744	-82.657	1
20130325	-419.826	-340.721	-79.105	0
20130326	-416.738	-340.595	-76.143	0
20130327	-413.894	-340.366	-73.528	0
20130328	-411.229	-340.033	-71.196	0
20130329	-408.762	-339.597	-69.165	0
20130330	-406.398	-339.057	-67.341	0
20130331	-404.487	-338.413	-66.074	0
20130401	-403.276	-337.666	-65.609	0
20130402	-402.608	-336.816	-65.792	0
20130403	-402.560	-335.864	-66.696	0
20130404	-402.606	-334.809	-67.797	0
20130405	-402.287	-333.652	-68.635	0
20130406	-401.761	-332.394	-69.367	0
20130407	-400.819	-331.033	-69.787	0
20130408	-399.611	-329.567	-70.044	0
20130409	-398.296	-327.996	-70.300	0
20130410	-396.491	-326.319	-70.172	0
20130411	-394.067	-324.534	-69.533	0
20130412	-391.609	-322.645	-68.964	0
20130413	-389.428	-320.651	-68.777	0
20130414	-387.445	-318.556	-68.889	0
20130415	-385.892	-316.361	-69.531	0
20130416	-384.297	-314.067	-70.230	0
20130417	-382.306	-311.677	-70.629	0
20130418	-380.302	-309.193	-71.110	0
20130419	-378.267	-306.615	-71.653	0
20130420	-376.088	-303.943	-72.144	0
20130421	-373.807	-301.180	-72.628	0
20130422	-371.294	-298.323	-72.971	0
20130423	-368.448	-295.374	-73.074	0
20130424	-365.466	-292.336	-73.131	0
20130425	-362.434	-289.208	-73.226	0
20130426	-359.250	-285.992	-73.258	0
20130427	-355.939	-282.690	-73.249	0
20130428	-352.346	-279.301	-73.045	0
20130429	-348.328	-275.827	-72.501	0
20130430	-343.943	-272.267	-71.676	0
20130501	-339.141	-268.623	-70.518	0
20130502	-333.920	-264.894	-69.025	0
20130503	-328.300	-261.081	-67.218	0
20130504	-322.185	-257.184	-65.001	0
20130505	-315.529	-253.203	-62.326	0
20130506	-308.672	-249.140	-59.532	0
20130507	-301.840	-244.996	-56.843	0
20130508	-294.993	-240.774	-54.219	0
20130509	-288.282	-236.475	-51.807	0
20130510	-281.526	-232.101	-49.425	0
